location,bhk,total_sqft,bath,price_lakh,house_type,building_status,city,price_per_sqft
Kanakadasa Layout,4 Bedroom,1200.0,3.0,95.0,Apartment,,Bengaluru,
Lakshminarayana Pura,2 BHK,1336.0,2.0,100.0,Apartment,,Bengaluru,
Yeshwanthpur,1 BHK,673.0,1.0,36.85,Apartment,,Bengaluru,
Anandapura,2 Bedroom,1200.0,2.0,58.0,Apartment,,Bengaluru,
Lingarajapuram,6 Bedroom,600.0,7.0,63.0,Apartment,,Bengaluru,
Malleshwaram,3 BHK,1600.0,3.0,160.0,Apartment,,Bengaluru,
Mallathahalli,2 Bedroom,1200.0,2.0,79.0,Apartment,,Bengaluru,
Indira Nagar,6 Bedroom,2480.0,4.0,750.0,Apartment,,Bengaluru,
Jayamahal Extension,3 BHK,2500.0,3.0,270.0,Apartment,,Bengaluru,
Devanahalli,5 Bedroom,2400.0,5.0,100.0,Apartment,,Bengaluru,
Sector 2 HSR Layout,2 BHK,1143.0,2.0,65.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1470.0,2.0,61.74,Apartment,,Bengaluru,
Laxminarayana Layout,4 Bedroom,1584.0,3.0,145.0,Apartment,,Bengaluru,
Marathahalli,3 BHK,1785.0,3.0,94.0,Apartment,,Bengaluru,
Koramangala,3 BHK,2292.0,3.0,286.0,Apartment,,Bengaluru,
Kothanur,3 BHK,1460.0,3.0,71.0,Apartment,,Bengaluru,
Kasturi Nagar,3 BHK,1500.0,2.0,80.0,Apartment,,Bengaluru,
Yelahanka,5 Bedroom,1200.0,4.0,140.0,Apartment,,Bengaluru,
Sanjay nagar,5 BHK,3300.0,3.0,250.0,Apartment,,Bengaluru,
Chikkalasandra,2 BHK,1230.0,2.0,48.0,Apartment,,Bengaluru,
Yelahanka New Town,1 BHK,650.0,1.0,20.0,Apartment,,Bengaluru,
Benson Town,2 BHK,1480.0,2.0,120.0,Apartment,,Bengaluru,
Thanisandra,2 BHK,1220.0,2.0,43.92,Apartment,,Bengaluru,
Dooravani Nagar,3 BHK,1570.0,3.0,115.0,Apartment,,Bengaluru,
Sadashiva Nagar,3 BHK,3000.0,3.0,400.0,Apartment,,Bengaluru,
Mallasandra,3 BHK,1665.0,3.0,86.91,Apartment,,Bengaluru,
Banagiri Nagar,3 Bedroom,1350.0,3.0,380.0,Apartment,,Bengaluru,
Sarjapur  Road,4 Bedroom,4000.0,5.0,600.0,Apartment,,Bengaluru,
Ramamurthy Nagar,2 Bedroom,1100.0,2.0,68.0,Apartment,,Bengaluru,
Kathriguppe,3 BHK,1350.0,2.0,87.01,Apartment,,Bengaluru,
Kasavanhalli,3 BHK,1719.0,3.0,116.0,Apartment,,Bengaluru,
Budigere,1 BHK,664.0,1.0,35.0,Apartment,,Bengaluru,
Sonnenahalli,2 BHK,1011.0,2.0,50.53,Apartment,,Bengaluru,
Akshya Nagar,6 Bedroom,2400.0,6.0,130.0,Apartment,,Bengaluru,
Basaveshwara Nagar Yelahanka,3 BHK,1680.0,3.0,85.0,Apartment,,Bengaluru,
Yeshwanthpur,2 BHK,704730.0,2.0,49.475,Apartment,,Bengaluru,
Thyagaraja Nagar,4 Bedroom,700.0,4.0,110.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1520.0,2.0,150.0,Apartment,,Bengaluru,
Uttarahalli,3 BHK,1350.0,2.0,53.0,Apartment,,Bengaluru,
Kothanur,3 BHK,1760.0,3.0,150.0,Apartment,,Bengaluru,
Pattandur Agrahara,2 BHK,875.0,2.0,33.0,Apartment,,Bengaluru,
Hennur,2 BHK,1231.0,2.0,48.0,Apartment,,Bengaluru,
Somasundara Palya,2 BHK,1174.0,2.0,74.0,Apartment,,Bengaluru,
Munnekollal,3 BHK,1560.0,3.0,75.0,Apartment,,Bengaluru,
HOSUR MAIN ROAD,2 BHK,1464.0,2.0,56.0,Apartment,,Bengaluru,
Kanakpura Road,3 Bedroom,2200.0,3.0,130.0,Apartment,,Bengaluru,
Shivaji Nagar,2 BHK,850.0,2.0,55.0,Apartment,,Bengaluru,
Sahyadri Layout,3 BHK,1750.0,3.0,180.0,Apartment,,Bengaluru,
1st Phase JP Nagar,3 BHK,2024.0,3.0,157.0,Apartment,,Bengaluru,
Mathikere SBM colony,2 Bedroom,1500.0,1.0,160.0,Apartment,,Bengaluru,
"white field,kadugodi",6 Bedroom,2100.0,6.0,275.0,Apartment,,Bengaluru,
Kodihalli,3 BHK,2408.0,4.0,260.0,Apartment,,Bengaluru,
Devanahalli,2 BHK,1080.0,2.0,44.0,Apartment,,Bengaluru,
Indira Nagar,3 BHK,2070.0,3.0,225.0,Apartment,,Bengaluru,
Electronic City,2 BHK,1020.0,2.0,29.46,Apartment,,Bengaluru,
Begur Road,3 BHK,1500.0,2.0,55.0,Apartment,,Bengaluru,
Mahalakshmi Layout,4 Bedroom,1575.0,5.0,158.0,Apartment,,Bengaluru,
Kodichikkanahalli,4 Bedroom,3250.0,4.0,180.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1175.0,2.0,47.0,Apartment,,Bengaluru,
Channasandra,2 BHK,1030.0,2.0,34.5,Apartment,,Bengaluru,
Hebbal,2 BHK,1440.0,2.0,115.0,Apartment,,Bengaluru,
Hoodi,2 BHK,1500.0,2.0,84.0,Apartment,,Bengaluru,
Thanisandra,1 Bedroom,1380.0,1.0,62.1,Apartment,,Bengaluru,
Bagalur,2 BHK,1200.0,2.0,50.0,Apartment,,Bengaluru,
Vinayak Nagar,1 BHK,705.0,1.0,36.5,Apartment,,Bengaluru,
Harlur,3 BHK,2240.0,5.0,155.0,Apartment,,Bengaluru,
Hegde Nagar,3 BHK,1584.01,3.0,103.0,Apartment,,Bengaluru,
P Krishnappa Layout,3 BHK,1340.0,3.0,77.0,Apartment,,Bengaluru,
Green Garden Layout,3 BHK,1800.0,3.0,70.0,Apartment,,Bengaluru,
R.T. Nagar,2 BHK,1200.0,2.0,45.0,Apartment,,Bengaluru,
Sarjapur  Road,1 BHK,685.0,1.0,40.0,Apartment,,Bengaluru,
Kalkere,2 BHK,925.0,2.0,42.0,Apartment,,Bengaluru,
Crimson Layout,2 BHK,1230.0,2.0,57.0,Apartment,,Bengaluru,
Manjunath Nagar,5 Bedroom,1200.0,5.0,185.0,Apartment,,Bengaluru,
Kodichikkanahalli,2 BHK,1125.0,2.0,52.0,Apartment,,Bengaluru,
Hebbal,2 BHK,1100.0,2.0,54.0,Apartment,,Bengaluru,
Jigani,3 Bedroom,2400.0,3.0,149.0,Apartment,,Bengaluru,
Electronic City Phase II,3 BHK,1400.0,2.0,41.58,Apartment,,Bengaluru,
Uttarahalli,7 Bedroom,1200.0,7.0,225.0,Apartment,,Bengaluru,
Jakkur,3 BHK,1858.0,3.0,98.3,Apartment,,Bengaluru,
Adityanagar,1 Bedroom,1260.0,1.0,41.0,Apartment,,Bengaluru,
Ambedkar Nagar,4 BHK,3530.0,4.0,290.0,Apartment,,Bengaluru,
HSR Layout,2 BHK,1185.0,2.0,60.0,Apartment,,Bengaluru,
RMV 2nd Stage,2 Bedroom,1200.0,2.0,216.0,Apartment,,Bengaluru,
Hennur,2 BHK,1255.0,2.0,58.0,Apartment,,Bengaluru,
Rajaji Nagar,4 BHK,3436.0,6.0,475.0,Apartment,,Bengaluru,
Kudlu Gate,3 BHK,1335.0,3.0,89.0,Apartment,,Bengaluru,
Dodda Nekkundi,3 BHK,1999.0,3.0,132.0,Apartment,,Bengaluru,
Kanaka Nagar,2 Bedroom,1200.0,2.0,125.0,Apartment,,Bengaluru,
Kundalahalli,3 BHK,1397.0,3.0,110.0,Apartment,,Bengaluru,
Jigani,10 Bedroom,1200.0,10.0,105.0,Apartment,,Bengaluru,
Cooke Town,4 BHK,3950.0,4.0,450.0,Apartment,,Bengaluru,
Yelahanka New Town,2 Bedroom,1200.0,2.0,130.0,Apartment,,Bengaluru,
Chikka Tirupathi,3 Bedroom,1616.0,3.0,95.0,Apartment,,Bengaluru,
Banashankari Stage III,8 Bedroom,1200.0,7.0,350.0,Apartment,,Bengaluru,
Hanumantha Nagar,4 Bedroom,1270.0,2.0,175.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,Apartment,,Bengaluru,
Kanakpura Road,1 BHK,525.0,1.0,30.0,Apartment,,Bengaluru,
Varthur,3 Bedroom,1200.0,2.0,98.0,Apartment,,Bengaluru,
Bagalakunte,1 Bedroom,700.0,1.0,162.0,Apartment,,Bengaluru,
Balagere,2 BHK,1205.47,2.0,81.0,Apartment,,Bengaluru,
T Dasarahalli,3 Bedroom,1200.0,3.0,130.0,Apartment,,Bengaluru,
Electronic City,3 BHK,1700.0,3.0,75.0,Apartment,,Bengaluru,
Thanisandra,5 Bedroom,750.0,4.0,62.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1090.0,2.0,54.54,Apartment,,Bengaluru,
Yeshwanthpur,4 BHK,3600.0,5.0,220.0,Apartment,,Bengaluru,
Kundalahalli,1 BHK,2400.0,1.0,650.0,Apartment,,Bengaluru,
Thanisandra,1 BHK,923.0,1.0,60.84,Apartment,,Bengaluru,
Muthurayya Swamy Layout,4 BHK,3595.0,6.0,360.0,Apartment,,Bengaluru,
Green Glen Layout,2 BHK,1050.0,2.0,48.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1495.0,2.0,79.5,Apartment,,Bengaluru,
Hennur Road,3 BHK,14821846.0,,93.865,Apartment,,Bengaluru,
Narayanapura,3 BHK,1485.0,3.0,85.0,Apartment,,Bengaluru,
Dommasandra,3 BHK,1033.0,2.0,31.5,Apartment,,Bengaluru,
Electronic City,3 BHK,1400.0,2.0,48.0,Apartment,,Bengaluru,
Indira Nagar,1 Bedroom,500.0,1.0,70.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,944.0,2.0,35.0,Apartment,,Bengaluru,
Whitefield,5 Bedroom,3250.0,5.0,290.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1216.0,2.0,66.48,Apartment,,Bengaluru,
Thirumenahalli,2 BHK,1100.0,2.0,39.5,Apartment,,Bengaluru,
Thanisandra,3 BHK,1743.0,3.0,93.25,Apartment,,Bengaluru,
Yelahanka,2 BHK,1274.0,2.0,48.42,Apartment,,Bengaluru,
Lavelle Road,3 BHK,2500.0,3.0,425.0,Apartment,,Bengaluru,
Mysore Road,3 BHK,1512.0,2.0,110.0,Apartment,,Bengaluru,
Dollars Colony,4 BHK,3100.0,5.0,385.0,Apartment,,Bengaluru,
Cox Town,3 BHK,1650.0,3.0,100.0,Apartment,,Bengaluru,
Doddathoguru,3 BHK,1875.0,3.0,55.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1350.0,3.0,54.0,Apartment,,Bengaluru,
Rajiv Gandhi Nagar,2 BHK,1219.0,2.0,40.0,Apartment,,Bengaluru,
Goraguntepalya,4 Bedroom,1200.0,4.0,150.0,Apartment,,Bengaluru,
Sarjapura - Attibele Road,3 Bedroom,2400.0,3.0,85.0,Apartment,,Bengaluru,
Hormavu,2 BHK,1141.0,2.0,44.4,Apartment,,Bengaluru,
Anandapura,2 BHK,1151.0,2.0,43.1,Apartment,,Bengaluru,
Bommenahalli,3 Bedroom,832.0,3.0,77.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,915.0,2.0,38.0,Apartment,,Bengaluru,
Rajankunte,3 Bedroom,3259.0,3.0,270.0,Apartment,,Bengaluru,
Bannerghatta Road,2 BHK,1115.0,2.0,65.12,Apartment,,Bengaluru,
Thigalarapalya,3 BHK,2072.0,4.0,139.0,Apartment,,Bengaluru,
Kaggadasapura,2 BHK,1200.0,2.0,53.0,Apartment,,Bengaluru,
Singasandra,2 BHK,1300.0,2.0,65.0,Apartment,,Bengaluru,
Bellandur,2 BHK,1457.0,2.0,85.0,Apartment,,Bengaluru,
Kannamangala,2 BHK,1262.0,2.0,55.0,Apartment,,Bengaluru,
BEML Layout,4 Bedroom,1196.0,3.0,150.0,Apartment,,Bengaluru,
Ananth Nagar,2 BHK,900.0,2.0,22.5,Apartment,,Bengaluru,
Attibele,1 BHK,420.0,1.0,17.0,Apartment,,Bengaluru,
Kanakapura,2 BHK,1160.0,2.0,46.39,Apartment,,Bengaluru,
Kasavanhalli,2 BHK,1115.0,2.0,50.0,Apartment,,Bengaluru,
JP Nagar,3 BHK,1315.0,2.0,85.4,Apartment,,Bengaluru,
Babusapalaya,2 BHK,1500.0,2.0,57.0,Apartment,,Bengaluru,
HSR Layout,2 BHK,1127.0,2.0,68.0,Apartment,,Bengaluru,
Kundalahalli,3 BHK,1397.0,3.0,104.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1173.0,2.0,60.0,Apartment,,Bengaluru,
Sompura,2 BHK,1090.0,2.0,28.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,2720.0,5.0,210.0,Apartment,,Bengaluru,
Jakkur,2 BHK,1230.0,2.0,76.0,Apartment,,Bengaluru,
6th Block Rajaji Nagar,4 BHK,3200.0,3.0,190.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,858.0,2.0,31.57,Apartment,,Bengaluru,
Talaghattapura,3 BHK,1868.0,3.0,121.0,Apartment,,Bengaluru,
Uttarahalli,3 BHK,1689.28,3.0,91.2,Apartment,,Bengaluru,
Vishwapriya Layout,4 BHK,600.0,3.0,73.0,Apartment,,Bengaluru,
Banashankari,3 BHK,1425.0,3.0,49.88,Apartment,,Bengaluru,
Subramanyapura,6 Bedroom,1200.0,6.0,170.0,Apartment,,Bengaluru,
Tindlu,2 Bedroom,1350.0,2.0,100.0,Apartment,,Bengaluru,
Channasandra,6 Bedroom,4200.0,6.0,180.0,Apartment,,Bengaluru,
Uttarahalli,3 BHK,1310.0,2.0,85.0,Apartment,,Bengaluru,
Haralur Road,4 BHK,28053565.0,,175.0,Apartment,,Bengaluru,
MLA Layout,2 BHK,970.0,2.0,40.0,Apartment,,Bengaluru,
Kundalahalli,3 BHK,1397.0,3.0,108.0,Apartment,,Bengaluru,
Sarjapur,2 BHK,1157.0,2.0,40.0,Apartment,,Bengaluru,
Kasavanhalli,2 BHK,1125.0,2.0,61.2,Apartment,,Bengaluru,
Sonnenahalli,2 BHK,1157.0,2.0,42.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1241.0,2.0,82.0,Apartment,,Bengaluru,
Binny Pete,1 BHK,660.0,1.0,62.0,Apartment,,Bengaluru,
Marathahalli,4 BHK,4000.0,4.0,220.0,Apartment,,Bengaluru,
Rajiv Nagar,4 BHK,2340.0,4.0,148.0,Apartment,,Bengaluru,
Venkatadri Layout,1 BHK,596.0,1.0,42.0,Apartment,,Bengaluru,
Koramangala Industrial Layout,16 BHK,10000.0,16.0,550.0,Apartment,,Bengaluru,
Kyalasanahalli,4 Bedroom,1200.0,4.0,110.0,Apartment,,Bengaluru,
Ambedkar Colony,3 BHK,1910.0,3.0,190.0,Apartment,,Bengaluru,
Brookefield,2 BHK,1139.0,2.0,80.0,Apartment,,Bengaluru,
Thigalarapalya,4 BHK,3122.0,5.0,225.0,Apartment,,Bengaluru,
Sarjapura - Attibele Road,2 BHK,1033.0,2.0,28.41,Apartment,,Bengaluru,
Yeshwanthpur,2 BHK,1168.0,2.0,64.08,Apartment,,Bengaluru,
Chandapura,2 BHK,877.0,2.0,42.0,Apartment,,Bengaluru,
Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,Apartment,,Bengaluru,
B Narayanapura,3 BHK,1405.0,2.0,70.0,Apartment,,Bengaluru,
Siddapura,3 BHK,1800.0,3.0,65.0,Apartment,,Bengaluru,
 Devarabeesana Halli,3 BHK,1750.0,3.0,149.0,Apartment,,Bengaluru,
Motappa Layout,3 BHK,1360.0,2.0,65.0,Apartment,,Bengaluru,
Malleshwaram,3 Bedroom,675.0,2.0,148.0,Apartment,,Bengaluru,
Byrasandra,2 BHK,985.0,2.0,63.0,Apartment,,Bengaluru,
Victoria Layout,2 BHK,1300.0,2.0,129.0,Apartment,,Bengaluru,
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,Apartment,,Bengaluru,
Rustam Bagh Layout,3 BHK,1490.0,2.0,88.0,Apartment,,Bengaluru,
Byagadadhenahalli,2 BHK,620.0,1.0,25.0,Apartment,,Bengaluru,
Hormavu,2 BHK,1130.0,2.0,42.3,Apartment,,Bengaluru,
Yelachenahalli,2 BHK,1080.0,2.0,55.0,Apartment,,Bengaluru,
Singasandra,4 BHK,3126.0,4.0,120.0,Apartment,,Bengaluru,
Begur Road,3 BHK,1410.0,2.0,52.17,Apartment,,Bengaluru,
Bommanahalli,3 BHK,1375.0,3.0,59.0,Apartment,,Bengaluru,
Hennur Road,3 BHK,1290.0,2.0,94.5,Apartment,,Bengaluru,
Hosa Road,3 BHK,1318.0,2.0,85.28,Apartment,,Bengaluru,
Electronic City,2 BHK,1128.0,2.0,68.0,Apartment,,Bengaluru,
Meenakunte,4 Bedroom,4428.0,4.0,255.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1051.0,2.0,56.74,Apartment,,Bengaluru,
Kengeri,3 Bedroom,3500.0,5.0,275.0,Apartment,,Bengaluru,
Kannamangala,4 Bedroom,2400.0,4.0,130.0,Apartment,,Bengaluru,
Yelahanka,2 BHK,1327.0,2.0,85.0,Apartment,,Bengaluru,
Thigalarapalya,4 BHK,2912.0,6.0,210.0,Apartment,,Bengaluru,
Basapura,2 BHK,1301.0,2.0,55.0,Apartment,,Bengaluru,
Thippasandra,1 BHK,650.0,1.0,30.0,Apartment,,Bengaluru,
Varthur,3 Bedroom,1200.0,3.0,67.75,Apartment,,Bengaluru,
Banagiri Nagar,3 BHK,1500.0,2.0,89.99,Apartment,,Bengaluru,
Kumara Park,4 Bedroom,2700.0,6.0,675.0,Apartment,,Bengaluru,
Nagadevanahalli,4 Bedroom,1350.0,4.0,145.0,Apartment,,Bengaluru,
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,984.0,2.0,45.91,Apartment,,Bengaluru,
Jakkur,3 BHK,1819.18,3.0,160.0,Apartment,,Bengaluru,
Nagarbhavi,1 Bedroom,900.0,1.0,175.0,Apartment,,Bengaluru,
Hebbal,3 BHK,1355.0,3.0,83.87,Apartment,,Bengaluru,
Sarakki Nagar,3 BHK,2145.0,4.0,270.0,Apartment,,Bengaluru,
Malleshwaram,3 BHK,2475.0,4.0,300.0,Apartment,,Bengaluru,
Kaggadasapura,2 BHK,1118.0,2.0,30.0,Apartment,,Bengaluru,
Roopena Agrahara,1 BHK,910.0,1.0,42.0,Apartment,,Bengaluru,
Madiwala,3 BHK,1250.0,3.0,39.0,Apartment,,Bengaluru,
Hosakerehalli,2 BHK,1304.0,2.0,100.0,Apartment,,Bengaluru,
Begur Road,3 BHK,1615.0,3.0,58.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1400.0,2.0,68.0,Apartment,,Bengaluru,
CV Raman Nagar,2 BHK,1070.0,2.0,47.5,Apartment,,Bengaluru,
Hebbal,3 BHK,3500.0,3.0,395.0,Apartment,,Bengaluru,
Hoodi,2 BHK,1132.0,2.0,89.37,Apartment,,Bengaluru,
Rajarajeshwari Nagara,3 BHK,2000.0,3.0,85.0,Apartment,,Bengaluru,
Hebbal,7 Bedroom,2400.0,5.0,550.0,Apartment,,Bengaluru,
Sector 2 HSR Layout,1 BHK,794.0,1.0,65.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,43.59,Apartment,,Bengaluru,
Gottigere,3 BHK,1500.0,3.0,70.0,Apartment,,Bengaluru,
1st Phase JP Nagar,3 BHK,2059.0,3.0,225.0,Apartment,,Bengaluru,
Kanakpura Road,1 BHK,525.0,1.0,30.0,Apartment,,Bengaluru,
Bhoganhalli,2 BHK,1447.0,2.0,75.97,Apartment,,Bengaluru,
Whitefield,2 BHK,1269.0,2.0,75.0,Apartment,,Bengaluru,
KR Layout,4 Bedroom,4800.0,4.0,700.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1070.0,2.0,37.45,Apartment,,Bengaluru,
Talaghattapura,2 BHK,1150.0,2.0,28.0,Apartment,,Bengaluru,
Marathahalli,2 BHK,1208.0,2.0,70.0,Apartment,,Bengaluru,
Ramamurthy Nagar,2 BHK,1185.0,2.0,45.5,Apartment,,Bengaluru,
Laggere,3 Bedroom,1200.0,3.0,130.0,Apartment,,Bengaluru,
Anekal,2 BHK,888.0,2.0,34.0,Apartment,,Bengaluru,
Chandapura,2 BHK,1015.0,2.0,25.88,Apartment,,Bengaluru,
Celebrity Paradise Layout,1 BHK,532.0,1.0,22.49,Apartment,,Bengaluru,
St Thomas Town,3 BHK,1060.0,3.0,62.0,Apartment,,Bengaluru,
Electronic City,1 BHK,700.0,1.0,35.0,Apartment,,Bengaluru,
Ckikkakammana Halli,2 BHK,902.0,2.0,42.0,Apartment,,Bengaluru,
Banashankari 2nd Stage,6 Bedroom,600.0,3.0,95.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1175.0,2.0,47.0,Apartment,,Bengaluru,
Binny Pete,2 BHK,1365.0,2.0,122.0,Apartment,,Bengaluru,
Doddathoguru,2 BHK,984.0,2.0,51.0,Apartment,,Bengaluru,
Hebbal,4 Bedroom,2700.0,2.0,100.0,Apartment,,Bengaluru,
Jalahalli East,3 BHK,1475.0,3.0,96.0,Apartment,,Bengaluru,
Haralur Road,2 BHK,1300.0,2.0,79.0,Apartment,,Bengaluru,
5th Block Hbr Layout,5 Bedroom,1200.0,6.0,220.0,Apartment,,Bengaluru,
Babusapalaya,3 BHK,1453.0,2.0,43.59,Apartment,,Bengaluru,
Munivenkatppa Layout,2 BHK,1550.0,2.0,160.0,Apartment,,Bengaluru,
Akshaya Nagar,3 BHK,1666.0,3.0,95.0,Apartment,,Bengaluru,
Akshaya Nagar,4 Bedroom,1410.0,4.0,160.0,Apartment,,Bengaluru,
Yelahanka,4 Bedroom,4025.0,5.0,800.0,Apartment,,Bengaluru,
Murugeshpalya,3 BHK,1845.0,3.0,91.0,Apartment,,Bengaluru,
Sarjapura - Attibele Road,3 BHK,1676.0,3.0,52.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1137.0,2.0,63.0,Apartment,,Bengaluru,
Electronic City,3 BHK,1360.0,2.0,70.5,Apartment,,Bengaluru,
Vijaya Bank Layout,3 BHK,1374.0,2.0,70.0,Apartment,,Bengaluru,
Judicial Layout,3 Bedroom,1700.0,3.0,155.0,Apartment,,Bengaluru,
Whitefield,5 Bedroom,3227.0,5.0,250.0,Apartment,,Bengaluru,
Ferrar Nagar,4 BHK,2145.0,4.0,125.0,Apartment,,Bengaluru,
Koramangala,4 Bedroom,2400.0,6.0,600.0,Apartment,,Bengaluru,
Kasavanhalli,3 BHK,2170.0,3.0,151.0,Apartment,,Bengaluru,
Bank Of Baroda Colony,2 BHK,1080.0,2.0,55.0,Apartment,,Bengaluru,
Electronic City Phase II,3 BHK,1790.0,3.0,100.0,Apartment,,Bengaluru,
Doddathoguru,1 BHK,550.0,1.0,17.0,Apartment,,Bengaluru,
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,Apartment,,Bengaluru,
Somasundara Palya,2 BHK,1033.0,2.0,48.0,Apartment,,Bengaluru,
Kamala Nagar,2 Bedroom,1000.0,2.0,80.0,Apartment,,Bengaluru,
Binny Pete,4 BHK,2940.0,6.0,280.0,Apartment,,Bengaluru,
Kumarapalli,2 BHK,1240.0,2.0,52.6,Apartment,,Bengaluru,
Kasturi Nagar,5 Bedroom,1650.0,5.0,450.0,Apartment,,Bengaluru,
Kambipura,2 BHK,883.0,2.0,39.0,Apartment,,Bengaluru,
Outer Ring Road East,3 BHK,1500.0,2.0,97.0,Apartment,,Bengaluru,
Marathahalli,3 BHK,1730.0,3.0,139.0,Apartment,,Bengaluru,
Kasavanhalli,3 BHK,1915.0,3.0,80.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1545.0,3.0,79.0,Apartment,,Bengaluru,
Marenahalli,3 BHK,1865.0,4.0,140.0,Apartment,,Bengaluru,
Hebbal Kempapura,2 BHK,1150.0,2.0,40.0,Apartment,,Bengaluru,
HAL 3rd Stage,2 BHK,1200.0,2.0,49.0,Apartment,,Bengaluru,
Kengeri,2 BHK,963.0,2.0,40.0,Apartment,,Bengaluru,
Marsur,3 Bedroom,1200.0,3.0,120.0,Apartment,,Bengaluru,
Basavangudi,4 BHK,2600.0,4.0,260.0,Apartment,,Bengaluru,
Kaikondrahalli,4 BHK,1700.0,4.0,108.0,Apartment,,Bengaluru,
Lingadheeranahalli,3 BHK,1682.0,3.0,120.0,Apartment,,Bengaluru,
Yelahanka,3 BHK,1371.0,2.0,65.0,Apartment,,Bengaluru,
Hennur Road,2 BHK,901.0,2.0,49.5,Apartment,,Bengaluru,
Vishwapriya Layout,7 Bedroom,600.0,7.0,73.0,Apartment,,Bengaluru,
Ambalipura,3 BHK,1730.0,3.0,120.0,Apartment,,Bengaluru,
Konanakunte,4 Bedroom,1200.0,4.0,125.0,Apartment,,Bengaluru,
EPIP Zone,3 BHK,1500.0,3.0,102.0,Apartment,,Bengaluru,
Sarjapur  Road,4 BHK,3785.0,6.0,280.0,Apartment,,Bengaluru,
Nagawara Junction,4 BHK,3500.0,4.0,245.0,Apartment,,Bengaluru,
Lingarajapuram,2 BHK,1203.0,2.0,59.86,Apartment,,Bengaluru,
Horamavu Banaswadi,2 BHK,1357.0,2.0,54.0,Apartment,,Bengaluru,
Vasantha Vallabha Nagar,3 BHK,1600.0,3.0,76.0,Apartment,,Bengaluru,
Yelahanka New Town,1 BHK,350.0,1.0,13.5,Apartment,,Bengaluru,
Varthur,3 BHK,1665.0,3.0,53.0,Apartment,,Bengaluru,
Ramamurthy Nagar,3 Bedroom,1400.0,3.0,200.0,Apartment,,Bengaluru,
Sarjapur  Road,1 BHK,835.0,1.0,46.95,Apartment,,Bengaluru,
Chandra Layout,2 Bedroom,815.0,3.0,160.0,Apartment,,Bengaluru,
Haralur Road,3 BHK,1444.0,2.0,80.0,Apartment,,Bengaluru,
Kanakapura,2 BHK,1277.0,2.0,55.0,Apartment,,Bengaluru,
Lingadheeranahalli,3 BHK,1521.0,3.0,94.71,Apartment,,Bengaluru,
Maithri Layout,2 BHK,1134.0,2.0,40.0,Apartment,,Bengaluru,
Vasanthapura,2 BHK,995.0,2.0,34.82,Apartment,,Bengaluru,
Old Madras Road,3 BHK,2760.0,5.0,157.0,Apartment,,Bengaluru,
Marathahalli,2 BHK,1325.0,1.0,92.0,Apartment,,Bengaluru,
Kothanur,6 Bedroom,4000.0,6.0,150.0,Apartment,,Bengaluru,
Marathahalli,3 BHK,1525.0,3.0,90.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar 5th Stage,3 BHK,1320.0,2.0,73.0,Apartment,,Bengaluru,
Electronics City Phase 1,1 BHK,650.0,1.0,23.0,Apartment,,Bengaluru,
Old Airport Road,3 BHK,1858.0,2.0,167.0,Apartment,,Bengaluru,
Electronic City,2 BHK,1150.0,2.0,38.0,Apartment,,Bengaluru,
Electronic City Phase II,2 BHK,769.0,2.0,40.0,Apartment,,Bengaluru,
Electronic City,3 BHK,1571.0,3.0,105.0,Apartment,,Bengaluru,
Hennur Road,3 BHK,1445.0,3.0,86.56,Apartment,,Bengaluru,
Hosur Road,3 BHK,1590.0,2.0,135.0,Apartment,,Bengaluru,
Bommasandra,2 BHK,902.0,2.0,49.0,Apartment,,Bengaluru,
Sarjapur,3 Bedroom,2238.0,3.0,140.0,Apartment,,Bengaluru,
Electronic City,2 BHK,1090.0,2.0,31.49,Apartment,,Bengaluru,
Yelahanka,3 BHK,1712.0,3.0,82.0,Apartment,,Bengaluru,
